,ticker,name,sector,market capitalization
124,STZ,"Constellation Brands, Inc.",Consumer Defensive,43086.127104
125,CEG,Constellation Energy Corporation,Utilities,53580.4928
126,COO,"The Cooper Companies, Inc.",Healthcare,18201.55904
127,CPRT,"Copart, Inc.",Industrials,49009.836032
128,GLW,Corning Incorporated,Technology,32311.267328
129,CPAY,"Corpay, Inc.",Technology,18685.095936
130,CTVA,"Corteva, Inc.",Basic Materials,35519.193088
131,CSGP,"CoStar Group, Inc.",Real Estate,29793.693696
132,COST,Costco Wholesale Corporation,Consumer Defensive,355479.322624
133,CTRA,Coterra Energy Inc.,Energy,17303.416832
134,CRWD,"CrowdStrike Holdings, Inc.",Technology,54038.310912
135,CCI,Crown Castle Inc.,Real Estate,48136.986624
136,CSX,CSX Corporation,Industrials,64512.692224
137,CMI,Cummins Inc.,Industrials,38736.617472
138,CVS,CVS Health Corporation,Healthcare,72572.944384
139,DHR,Danaher Corporation,Healthcare,194506.407936
140,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,16785.83296
141,DVA,DaVita Inc.,Healthcare,11875.80928
142,DAY,Dayforce Inc,Technology,8372.975616
143,DECK,Deckers Outdoor Corporation,Consumer Cyclical,21611.206656
144,DE,Deere & Company,Industrials,95027.552256
145,DAL,"Delta Air Lines, Inc.",Industrials,24480.743424
146,DVN,Devon Energy Corporation,Energy,26031.685632
147,DXCM,"DexCom, Inc.",Healthcare,29024.657408
148,FANG,"Diamondback Energy, Inc.",Energy,33025.7408
149,DLR,"Digital Realty Trust, Inc.",Real Estate,48234.487808
150,DFS,Discover Financial Services,Financial Services,31012.41344
151,DG,Dollar General Corporation,Consumer Defensive,27022.897152
152,DLTR,"Dollar Tree, Inc.",Consumer Defensive,20742.096896
153,D,"Dominion Energy, Inc.",Utilities,45336.211456
154,DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,15011.196928
155,DOV,Dover Corporation,Industrials,23744.495616
156,DOW,Dow Inc.,Basic Materials,35753.979904
157,DHI,"D.R. Horton, Inc.",Consumer Cyclical,56642.92864
158,DTE,DTE Energy Company,Utilities,24591.906816
159,DUK,Duke Energy Corporation,Utilities,85674.082304
160,DD,"DuPont de Nemours, Inc.",Basic Materials,32497.809408
161,EMN,Eastman Chemical Company,Basic Materials,11007.043584
162,ETN,Eaton Corporation plc,Industrials,108490.211328
163,EBAY,eBay Inc.,Consumer Cyclical,26728.740864
164,ECL,Ecolab Inc.,Basic Materials,65799.409664
165,EIX,Edison International,Utilities,31106.557952
166,EW,Edwards Lifesciences Corporation,Healthcare,36565.680128
167,EA,Electronic Arts Inc.,Communication Services,38664.441856
168,ELV,"Elevance Health, Inc.",Healthcare,121389.99808
169,EMR,Emerson Electric Co.,Industrials,60865.716224
170,ENPH,"Enphase Energy, Inc.",Technology,14001.28
171,ETR,Entergy Corporation,Utilities,24699.619328
172,EOG,"EOG Resources, Inc.",Energy,70006.030336
173,EPAM,"EPAM Systems, Inc.",Technology,11725.32224
174,EQT,EQT Corporation,Energy,17945.614336
175,EFX,Equifax Inc.,Industrials,34456.764416
176,EQIX,"Equinix, Inc.",Real Estate,72910.348288
177,EQR,Equity Residential,Real Estate,27031.635968
178,ESS,"Essex Property Trust, Inc.",Real Estate,18122.876928
179,EL,The Estée Lauder Companies Inc.,Consumer Defensive,33059.600384
180,ETSY,"Etsy, Inc.",Consumer Cyclical,6362.998272
181,EG,"Everest Group, Ltd.",Financial Services,15427.789824
182,EVRG,"Evergy, Inc.",Utilities,13455.444992
183,ES,Eversource Energy,Utilities,23237.1712
184,EXC,Exelon Corporation,Utilities,37538.758656
185,EXPE,"Expedia Group, Inc.",Consumer Cyclical,14852.64896
186,EXPD,"Expeditors International of Washington, Inc.",Industrials,17132.454912
187,EXR,Extra Space Storage Inc.,Real Estate,35027.570688
188,XOM,Exxon Mobil Corporation,Energy,509923.065856
189,FFIV,"F5, Inc.",Technology,10907.268096
190,FDS,FactSet Research Systems Inc.,Financial Services,15285.993472
191,FICO,Fair Isaac Corporation,Technology,38783.852544
192,FAST,Fastenal Company,Industrials,38023.696384
193,FRT,Federal Realty Investment Trust,Real Estate,9252.646912
194,FDX,FedEx Corporation,Industrials,69159.452672
195,FIS,"Fidelity National Information Services, Inc.",Technology,40495.075328
196,FITB,Fifth Third Bancorp,Financial Services,26707.351552
197,FSLR,"First Solar, Inc.",Technology,22168.363008
198,FE,FirstEnergy Corp.,Utilities,24119.61344
199,FI,"Fiserv, Inc.",Technology,89104.95744
200,FMC,FMC Corporation,Basic Materials,7696.64768
201,F,Ford Motor Company,Consumer Cyclical,38599.675904
202,FTNT,"Fortinet, Inc.",Technology,42314.522624
203,FTV,Fortive Corporation,Technology,23697.133568
204,FOXA,Fox Corporation,Communication Services,16412.468224
205,FOX,Fox Corporation,Communication Services,16435.703808
206,BEN,"Franklin Resources, Inc.",Financial Services,11223.53664
207,FCX,Freeport-McMoRan Inc.,Basic Materials,58709.344256
208,GRMN,Garmin Ltd.,Technology,31067.549696
209,IT,"Gartner, Inc.",Technology,35252.412416
210,GE,GE Aerospace,Industrials,171711.332352
211,GEHC,GE HealthCare Technologies Inc.,Healthcare,37227.085824
212,GEV,GE Vernova Inc.,Utilities,44583.87456
213,GEN,Gen Digital Inc.,Technology,15152.523264
214,GNRC,Generac Holdings Inc.,Industrials,8560.421888
215,GD,General Dynamics Corporation,Industrials,78559.0272
216,GIS,"General Mills, Inc.",Consumer Defensive,38110.208
217,GM,General Motors Company,Consumer Cyclical,44900.605952
218,GPC,Genuine Parts Company,Consumer Cyclical,19274.645504
219,GILD,"Gilead Sciences, Inc.",Healthcare,93226.958848
220,GPN,Global Payments Inc.,Industrials,23651.465216
221,GL,Globe Life Inc.,Financial Services,8177.862656
222,GDDY,GoDaddy Inc.,Technology,20706.113536
223,GS,"The Goldman Sachs Group, Inc.",Financial Services,144958.50496
224,HAL,Halliburton Company,Energy,27261.759488
225,HIG,"The Hartford Financial Services Group, Inc.",Financial Services,30725.449728
226,HAS,"Hasbro, Inc.",Consumer Cyclical,8761.730048
227,HCA,"HCA Healthcare, Inc.",Healthcare,90372.349952
228,DOC,"Healthpeak Properties, Inc.",Real Estate,14500.018176
229,HSIC,"Henry Schein, Inc.",Healthcare,8907.227136
230,HSY,The Hershey Company,Consumer Defensive,39652.49536
231,HES,Hess Corporation,Energy,40806.354944
232,HPE,Hewlett Packard Enterprise Company,Technology,22549.274624
233,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,50464.284672
234,HOLX,"Hologic, Inc.",Healthcare,19129.921536
235,HD,"The Home Depot, Inc.",Consumer Cyclical,347074.822144
236,HON,Honeywell International Inc.,Industrials,129745.79712
237,HRL,Hormel Foods Corporation,Consumer Defensive,17600.589824
238,HST,"Host Hotels & Resorts, Inc.",Real Estate,22759.868416
239,HWM,Howmet Aerospace Inc.,Industrials,35406.753792
240,HPQ,HP Inc.,Technology,32047.839232
241,HUBB,Hubbell Incorporated,Industrials,19562.3936
242,HUM,Humana Inc.,Healthcare,42898.030592
243,HBAN,Huntington Bancshares Incorporated,Financial Services,19288.2688
244,HII,"Huntington Ingalls Industries, Inc.",Industrials,10040.267776
245,IBM,International Business Machines Corporation,Technology,168855.650304
246,IEX,IDEX Corporation,Industrials,14550.950912
247,IDXX,"IDEXX Laboratories, Inc.",Healthcare,37583.826944
248,ITW,Illinois Tool Works Inc.,Industrials,71065.985024
249,INCY,Incyte Corporation,Healthcare,11941.075968
250,IR,Ingersoll Rand Inc.,Industrials,35144.66304
251,PODD,Insulet Corporation,Healthcare,13348.128768
252,INTC,Intel Corporation,Technology,85990.35904
253,ICE,"Intercontinental Exchange, Inc.",Financial Services,85420.8512
254,IFF,International Flavors & Fragrances Inc.,Basic Materials,24158.758912
255,IP,International Paper Company,Consumer Cyclical,15433.648128
256,IPG,"The Interpublic Group of Companies, Inc.",Communication Services,11091.203072
257,INTU,Intuit Inc.,Technology,168558.444544
258,ISRG,"Intuitive Surgical, Inc.",Healthcare,155645.05088
259,IVZ,Invesco Ltd.,Financial Services,6736.978944
260,INVH,Invitation Homes Inc.,Real Estate,21238.632448
261,IQV,IQVIA Holdings Inc.,Healthcare,42594.394112
262,IRM,Iron Mountain Incorporated,Real Estate,30603.74528
263,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,16417.866752
264,JBL,Jabil Inc.,Technology,11066.560512
265,JKHY,"Jack Henry & Associates, Inc.",Technology,11941.020672
266,J,Jacobs Solutions Inc.,Industrials,17546.098688
267,JNJ,Johnson & Johnson,Healthcare,388167.43424
268,JCI,Johnson Controls International plc,Industrials,43895.201792
269,JPM,JPMorgan Chase & Co.,Financial Services,554521.657344
270,JNPR,"Juniper Networks, Inc.",Technology,12498.31936
271,K,Kellanova,Consumer Defensive,25055.479808
272,KVUE,Kenvue Inc.,Consumer Defensive,34830.393344
273,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,46513.885184
274,KEY,KeyCorp,Financial Services,13317.927936
275,KEYS,"Keysight Technologies, Inc.",Technology,21435.136
276,KMB,Kimberly-Clark Corporation,Consumer Defensive,46361.06752
277,KIM,Kimco Realty Corporation,Real Estate,14257.468416
278,KMI,"Kinder Morgan, Inc.",Energy,44566.757376
279,KKR,KKR & Co. Inc.,Financial Services,97944.911872
280,KLAC,KLA Corporation,Technology,94716.542976
281,KHC,The Kraft Heinz Company,Consumer Defensive,42559.619072
282,KR,The Kroger Co.,Consumer Defensive,38904.532992
283,LHX,"L3Harris Technologies, Inc.",Industrials,43082.006528
284,LH,Labcorp Holdings Inc.,Healthcare,19191.49056
285,LRCX,Lam Research Corporation,Technology,100441.137152
286,LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,8100.171776
287,LVS,Las Vegas Sands Corp.,Consumer Cyclical,27881.316352
288,LDOS,"Leidos Holdings, Inc.",Technology,19218.29888
289,LEN,Lennar Corporation,Consumer Cyclical,46391.062528
290,LLY,Eli Lilly and Company,Healthcare,698047.987712
291,LIN,Linde plc,Basic Materials,211772.588032
292,LYV,"Live Nation Entertainment, Inc.",Communication Services,20439.957504
293,LKQ,LKQ Corporation,Consumer Cyclical,10338.06336
294,LMT,Lockheed Martin Corporation,Industrials,129995.685888
295,L,Loews Corporation,Financial Services,16682.532864
296,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,135062.298624
297,LULU,Lululemon Athletica Inc.,Consumer Cyclical,29175.465984
298,LYB,LyondellBasell Industries N.V.,Basic Materials,30139.572224
299,MTB,M&T Bank Corporation,Financial Services,26750.982144
300,MRO,Marathon Oil Corporation,Energy,14762.116096
301,MPC,Marathon Petroleum Corporation,Energy,57095.073792
302,MKTX,MarketAxess Holdings Inc.,Financial Services,8447.218688
303,MAR,"Marriott International, Inc.",Consumer Cyclical,59499.88864
304,MMC,"Marsh & McLennan Companies, Inc.",Financial Services,106361.905152
305,MLM,"Martin Marietta Materials, Inc.",Basic Materials,34047.58016
306,MAS,Masco Corporation,Industrials,16023.840768
307,MA,Mastercard Incorporated,Financial Services,408335.089664
308,MTCH,"Match Group, Inc.",Communication Services,9196.535808
309,MKC,"McCormick & Company, Incorporated",Consumer Defensive,20495.386624
310,MCD,McDonald's Corporation,Consumer Cyclical,193467.088896
311,MCK,McKesson Corporation,Healthcare,79506.358272
312,MDT,Medtronic plc,Healthcare,103004.749824
313,MRK,"Merck & Co., Inc.",Healthcare,284459.892736
314,META,"Meta Platforms, Inc.",Communication Services,1203511.230464
315,MET,"MetLife, Inc.",Financial Services,47594.0864
316,MTD,Mettler-Toledo International Inc.,Healthcare,29168.973824
317,MGM,MGM Resorts International,Consumer Cyclical,10349.443072
318,MCHP,Microchip Technology Incorporated,Technology,39626.26048
319,MU,"Micron Technology, Inc.",Technology,100261.306368
320,MSFT,Microsoft Corporation,Technology,2937165.709312
321,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,17578.00448
322,MRNA,"Moderna, Inc.",Healthcare,32193.165312
323,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,9278.214144
324,MOH,"Molina Healthcare, Inc.",Healthcare,20332.4416
325,TAP,Molson Coors Beverage Company,Consumer Defensive,10837.77024
326,MDLZ,"Mondelez International, Inc.",Consumer Defensive,92183.568384
327,MPWR,"Monolithic Power Systems, Inc.",Technology,37560.492032
328,MNST,Monster Beverage Corporation,Consumer Defensive,49734.807552
329,MCO,Moody's Corporation,Financial Services,80147.914752
330,MS,Morgan Stanley,Financial Services,149061.337088
331,MOS,The Mosaic Company,Basic Materials,8523.342336
332,MSI,"Motorola Solutions, Inc.",Technology,66676.334592
333,MSCI,MSCI Inc.,Financial Services,40670.154752
334,NDAQ,"Nasdaq, Inc.",Financial Services,37013.254144
335,NTAP,"NetApp, Inc.",Technology,23765.368832
336,NFLX,"Netflix, Inc.",Communication Services,256876.70784
337,NEM,Newmont Corporation,Basic Materials,53963.63264
338,NWSA,News Corporation,Communication Services,14603.254784
339,NWS,News Corporation,Communication Services,14663.993344
340,NEE,"NextEra Energy, Inc.",Utilities,157604.233216
341,NKE,"NIKE, Inc.",Consumer Cyclical,107084.292096
342,NI,NiSource Inc.,Utilities,13704.68352
343,NDSN,Nordson Corporation,Industrials,13446.714368
344,NSC,Norfolk Southern Corporation,Industrials,54190.686208
345,NTRS,Northern Trust Corporation,Financial Services,16631.102464
346,NOC,Northrop Grumman Corporation,Industrials,72044.675072
347,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,6740.401664
348,NRG,"NRG Energy, Inc.",Utilities,14361.911296
349,NUE,Nucor Corporation,Basic Materials,36088.97536
350,NVDA,NVIDIA Corporation,Technology,2470899.351552
351,NVR,"NVR, Inc.",Consumer Cyclical,25574.580224
352,NXPI,NXP Semiconductors N.V.,Technology,59966.693376
353,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,64162.942976
354,OXY,Occidental Petroleum Corporation,Energy,51471.945728
355,ODFL,"Old Dominion Freight Line, Inc.",Industrials,42209.779712
356,OMC,Omnicom Group Inc.,Communication Services,17586.888704
357,ON,ON Semiconductor Corporation,Technology,29543.714816
358,OKE,"ONEOK, Inc.",Energy,45886.328832
359,ORCL,Oracle Corporation,Technology,352364.265472
360,OTIS,Otis Worldwide Corporation,Industrials,37419.84768
361,PCAR,PACCAR Inc,Industrials,48191.729664
362,PKG,Packaging Corporation of America,Consumer Cyclical,17212.479488
363,PANW,"Palo Alto Networks, Inc.",Technology,95255.478272
364,PARA,Paramount Global,Communication Services,7467.643904
365,PH,Parker-Hannifin Corporation,Industrials,65081.593856
366,PAYX,"Paychex, Inc.",Industrials,44907.835392
367,PAYC,"Paycom Software, Inc.",Technology,9078.339584
368,PYPL,"PayPal Holdings, Inc.",Financial Services,61810.069504
369,PNR,Pentair plc,Industrials,13431.81824
370,PEP,"PepsiCo, Inc.",Consumer Defensive,239056.125952
371,PFE,Pfizer Inc.,Healthcare,168524.398592
372,PCG,PG&E Corporation,Utilities,46576.709632
373,PM,Philip Morris International Inc.,Consumer Defensive,176563.07712
374,PSX,Phillips 66,Energy,55100.420096
375,PNW,Pinnacle West Capital Corporation,Utilities,9683.150848
376,PNC,"The PNC Financial Services Group, Inc.",Financial Services,65912.79104
377,POOL,Pool Corporation,Industrials,13383.760896
378,PPG,"PPG Industries, Inc.",Basic Materials,27853.686784
379,PPL,PPL Corporation,Utilities,22170.077184
380,PFG,"Principal Financial Group, Inc.",Financial Services,16891.737088
381,PG,The Procter & Gamble Company,Consumer Defensive,396134.219776
382,PGR,The Progressive Corporation,Financial Services,123529.986048
383,PLD,"Prologis, Inc.",Real Estate,110127.857664
384,PRU,"Prudential Financial, Inc.",Financial Services,38349.602816
385,PEG,Public Service Enterprise Group Incorporated,Utilities,38507.921408
386,PTC,PTC Inc.,Technology,20204.304384
387,PSA,Public Storage,Real Estate,53145.964544
388,PHM,"PulteGroup, Inc.",Consumer Cyclical,25600.159744
389,QRVO,"Qorvo, Inc.",Technology,9923.44064
390,PWR,"Quanta Services, Inc.",Industrials,35297.32096
391,QCOM,QUALCOMM Incorporated,Technology,175956.29568
392,DGX,Quest Diagnostics Incorporated,Healthcare,16228.90496
393,RL,Ralph Lauren Corporation,Consumer Cyclical,10012.284928
394,RJF,"Raymond James Financial, Inc.",Financial Services,21873.784832
395,RTX,RTX Corporation,Industrials,153203.736576
396,O,Realty Income Corporation,Real Estate,51532.406784
397,REG,Regency Centers Corporation,Real Estate,12491.393024
398,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,118092.55424
399,RF,Regions Financial Corporation,Financial Services,18675.456
400,RSG,"Republic Services, Inc.",Industrials,61290.369024
401,RMD,ResMed Inc.,Healthcare,31684.902912
402,RVTY,"Revvity, Inc.",Healthcare,14830.605312
403,ROK,"Rockwell Automation, Inc.",Industrials,28303.525888
404,ROL,"Rollins, Inc.",Consumer Cyclical,23067.875328
405,ROP,"Roper Technologies, Inc.",Technology,55478.70208
406,ROST,"Ross Stores, Inc.",Consumer Cyclical,45386.215424
407,RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,35979.595776
408,SPGI,S&P Global Inc.,Financial Services,147732.873216
409,CRM,"Salesforce, Inc.",Technology,231600.685056
410,SBAC,SBA Communications Corporation,Real Estate,23762.91328
411,SLB,Schlumberger Limited,Energy,62146.39616
412,STX,Seagate Technology Holdings plc,Technology,19432.382464
413,SRE,Sempra,Utilities,49804.980224
414,NOW,"ServiceNow, Inc.",Technology,160829.898752
415,SHW,The Sherwin-Williams Company,Basic Materials,85538.16064
416,SPG,"Simon Property Group, Inc.",Real Estate,55487.36512
417,SWKS,"Skyworks Solutions, Inc.",Technology,15923.684352
418,SJM,The J. M. Smucker Company,Consumer Defensive,12865.620992
419,SW,Smurfit Westrock Plc,Consumer Cyclical,20793.73312
420,SNA,Snap-on Incorporated,Industrials,14289.654784
421,SOLV,Solventum Corporation,Healthcare,9695.939584
422,SO,The Southern Company,Utilities,94756.921344
423,LUV,Southwest Airlines Co.,Industrials,14200.020992
424,SWK,"Stanley Black & Decker, Inc.",Industrials,14735.41632
425,SBUX,Starbucks Corporation,Consumer Cyclical,83698.15552
426,STT,State Street Corporation,Financial Services,23026.587648
427,STLD,"Steel Dynamics, Inc.",Basic Materials,19077.517312
428,STE,STERIS plc,Healthcare,23517.175808
429,SYK,Stryker Corporation,Healthcare,120396.84096
430,SMCI,"Super Micro Computer, Inc.",Technology,35650.953216
431,SYF,Synchrony Financial,Financial Services,17299.085312
432,SNPS,"Synopsys, Inc.",Technology,74744.889344
433,SYY,Sysco Corporation,Consumer Defensive,36694.982656
434,TMUS,"T-Mobile US, Inc.",Communication Services,218036.174848
435,TROW,"T. Rowe Price Group, Inc.",Financial Services,22963.21024
436,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,24450.228224
437,TPR,"Tapestry, Inc.",Consumer Cyclical,8469.432832
438,TRGP,Targa Resources Corp.,Energy,28011.569152
439,TGT,Target Corporation,Consumer Defensive,61933.211648
440,TEL,TE Connectivity Ltd.,Technology,43594.141696
441,TDY,Teledyne Technologies Incorporated,Technology,18701.047808
442,TFX,Teleflex Incorporated,Healthcare,10993.926144
443,TER,"Teradyne, Inc.",Technology,18992.054272
444,TSLA,"Tesla, Inc.",Consumer Cyclical,635350.024192
445,TXN,Texas Instruments Incorporated,Technology,165434.802176
446,TXT,Textron Inc.,Industrials,15903.371264
447,TMO,Thermo Fisher Scientific Inc.,Healthcare,228445.077504
448,TJX,"The TJX Companies, Inc.",Consumer Cyclical,123062.034432
449,TSCO,Tractor Supply Company,Consumer Cyclical,27615.531008
450,TT,Trane Technologies plc,Industrials,70907.764736
451,TDG,TransDigm Group Incorporated,Industrials,67679.00672
452,TRV,"The Travelers Companies, Inc.",Financial Services,47548.686336
453,TRMB,Trimble Inc.,Technology,12166.441984
454,TFC,Truist Financial Corporation,Financial Services,55107.899392
455,TYL,"Tyler Technologies, Inc.",Technology,24281.192448
456,TSN,"Tyson Foods, Inc.",Consumer Defensive,22255.122432
457,USB,U.S. Bancorp,Financial Services,63666.76992
458,UBER,"Uber Technologies, Inc.",Technology,122195.132416
459,UDR,"UDR, Inc.",Real Estate,15013.931008
460,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,15616.623616
461,UNP,Union Pacific Corporation,Industrials,143082.340352
462,UAL,"United Airlines Holdings, Inc.",Industrials,12456.231936
463,UPS,"United Parcel Service, Inc.",Industrials,107817.541632
464,URI,"United Rentals, Inc.",Industrials,44219.121664
465,UNH,UnitedHealth Group Incorporated,Healthcare,524582.682624
466,UHS,"Universal Health Services, Inc.",Healthcare,14122.0608
