,ticker,name,sector,market capitalization
108,GOOGL,Alphabet Inc.,Communication Services,2065105.289216
109,META,"Meta Platforms, Inc.",Communication Services,1181262.020608
110,NFLX,"Netflix, Inc.",Communication Services,270961.901568
111,TMUS,"T-Mobile US, Inc.",Communication Services,206268.809216
112,WMT,Walmart Inc.,Consumer Defensive,561278.222336
113,PG,The Procter & Gamble Company,Consumer Defensive,399123.283968
114,COST,Costco Wholesale Corporation,Consumer Defensive,362470.703104
115,KO,The Coca-Cola Company,Consumer Defensive,288915.78368
116,PEP,"PepsiCo, Inc.",Consumer Defensive,237284.22912
117,XOM,Exxon Mobil Corporation,Energy,526334.164992
118,CVX,Chevron Corporation,Energy,288657.801216
119,COP,ConocoPhillips,Energy,129075.412992
120,EOG,"EOG Resources, Inc.",Energy,73074.499584
121,SLB,Schlumberger Limited,Energy,69330.788352
